id;number_of_ended_quests;psum;counts;overall;slength;last_time;traffic;acc_lifetime
3086553980;0;0;0;0.012222222222222223;2;1440.1994444444445;fbads;1440.2494444444444
200006420108878;0;0;0;0.060833333333333336;2;1009.6177777777777;fbadsN;1440.2483333333332
1666359813441324;0;0;0;0.016944444444444446;1;1440.2041666666667;fbads1;1440.216111111111
1239537843002638;0;0;0;0.03;1;1440.1888888888889;Organic traffic;1440.2158333333334
1892467224112566;0;0;0;0.0022222222222222222;1;1440.1516666666666;fbadsN;1440.1494444444445
1947065051996952;0;0;0;0.12777777777777777;1;1439.9997222222223;fbadsN;1440.1158333333333
20408904149512974;0;0;0;0.01861111111111111;1;1440.1025;fbadsN;1440.1158333333333
200003831792246;0;0;0;0.0011111111111111111;1;1440.1205555555555;fbads;1440.1147222222223
3622055796;0;0;0;0.03722222222222222;1;1440.0627777777777;fbads;1440.0991666666666
1848761808523170;0;0;0;0.001388888888888889;1;1440.0897222222222;fbads1;1440.0819444444444
1712362535548564;0;0;0;0.008055555555555555;1;1440.0416666666667;fbadsN;1440.048888888889
200003018907594;0;0;0;0.0016666666666666668;1;1440.0458333333333;Viral traffic;1440.0322222222221
200015389376134;0;0;0;0.010277777777777778;1;1439.9833333333333;fbads;1439.9827777777778
1212554872338536;0;0;0;0.012222222222222223;1;1439.9563888888888;fbadsN;1439.9641666666666
1390132774435944;0;0;0;0.03277777777777778;2;355.805;fbadsN;1439.9158333333332
200000863126862;0;0;0;0.005833333333333334;1;1439.9005555555555;fbads;1439.8991666666666
20405763935290550;0;0;0;0.016666666666666666;1;1439.8819444444443;Organic traffic;1439.8980555555556
20412326912550864;0;0;0;0.2127777777777778;6;1439.36;fbadsN;1439.881388888889
2048280648533246;0;0;0;0.14722222222222223;3;601.4113888888888;fbadsN;1439.7488888888888
2313394916;0;0;0;0.0022222222222222222;1;1439.6716666666666;fbads;1439.6655555555556
200010450644250;0;0;0;0.11138888888888888;1;1439.5480555555555;fbads;1439.6644444444444
2976514269578732;0;0;0;0.0019444444444444444;1;1439.6005555555555;fbadsN;1439.598888888889
20407281989872198;0;0;0;0.005277777777777778;1;1439.5769444444445;fbads1;1439.5822222222223
1715172581907384;0;0;0;0.03388888888888889;1;1439.55;fbads;1439.5816666666667
1751788844899770;0;0;0;0.0016666666666666668;1;1439.5502777777779;fbadsN;1439.548888888889
20310593173231422;0;0;0;0.003611111111111111;1;1439.5605555555555;fbads1;1439.548611111111
20305655857226880;0;0;0;0.24888888888888888;3;625.5458333333333;fbadsN;1439.548611111111
20410234133565128;0;0;0;0.005277777777777778;1;1439.5380555555555;fbadsN;1439.5325
200002582043144;0;0;0;0;1;1439.5444444444445;fbads;1439.5322222222221
1755148271228734;0;0;0;0.01638888888888889;1;1439.4944444444445;Viral traffic;1439.4994444444444
1708499709316636;0;0;0;0.0016666666666666668;1;1439.4919444444445;fbadsN;1439.4825
2692569846;0;0;0;0.0019444444444444444;1;1439.4572222222223;fbads;1439.4494444444445
828095090832796;0;0;0;0.04777777777777778;2;1329.8652777777777;fbadsN;1439.4491666666668
1831895643515608;0;0;0;0.024722222222222222;1;1439.423888888889;fbadsN;1439.4325
922803088014400;0;0;0;0.0175;1;1439.4155555555556;fbadsN;1439.4319444444445
1406636006120724;0;0;0;0.05;1;1439.3783333333333;fbadsN;1439.4161111111111
1587443554765176;0;0;0;0.003611111111111111;1;1439.3972222222221;Organic traffic;1439.3994444444445
1237444390;0;0;0;0.004722222222222222;1;1439.3658333333333;fbadsN;1439.3661111111112
1469342013263736;0;0;0;0.010555555555555556;1;1439.275;fbadsN;1439.2825
1566798336825318;0;0;0;0.03944444444444444;1;1439.1791666666666;fbadsN;1439.2158333333334
20407123601174132;0;0;0;0.03722222222222222;3;1368.0380555555555;fbads1;1439.1652777777779
1475797412618600;0;0;0;0.0077777777777777776;1;1439.1397222222222;fbadsN;1439.1325
20413098161590782;0;0;0;0.01138888888888889;2;1437.816388888889;fbadsN;1439.1322222222223
2177232228974070;0;0;0;0.024166666666666666;1;1439.0875;fbadsN;1439.0991666666666
1491875090876924;0;0;0;0.03027777777777778;1;1439.0597222222223;fbads1;1439.0830555555556
2841630176425246;0;0;0;0;1;1439.0952777777777;fbadsN;1439.0819444444444
1797681693609004;0;0;0;0.15722222222222224;6;1416.276111111111;fbadsN;1439.0819444444444
200005601975310;0;0;0;0.025277777777777777;1;1439.0252777777778;fbads;1439.048888888889
20305764123425384;0;0;0;0.0030555555555555557;1;1439.0475;fbads1;1439.048888888889
3214756252323526;0;0;0;0.1;1;1438.9572222222223;fbadsN;1439.048611111111
1171152443160070;0;0;0;0.03333333333333333;1;1438.9880555555555;fbadsN;1439.0155555555555
20305485119837320;0;0;0;0.008333333333333333;1;1439.0052777777778;fbadsN;1438.9994444444444
1683655345039064;0;0;0;0.0763888888888889;2;1438.7105555555556;fbadsN;1438.9988888888888
200007194184992;0;0;0;0.02861111111111111;2;1425.5269444444446;fbads;1438.9988888888888
773186569661684;0;0;0;0.09055555555555556;3;907.475;Viral traffic;1438.9827777777778
1576735495709934;0;0;0;0.02388888888888889;1;1438.9419444444445;fbads1;1438.9652777777778
200004828386576;0;0;0;0.03138888888888889;2;1437.891111111111;fbads;1438.9158333333332
20410145813307600;0;0;0;0.03805555555555556;1;1438.8619444444444;fbads1;1438.898888888889
1616045445134494;0;0;0;0.020555555555555556;1;1438.8733333333332;fbadsN;1438.8822222222223
20411669329857754;0;0;0;0.09222222222222222;1;1438.7802777777779;fbadsN;1438.8661111111112
1606157772857036;0;0;0;0.01861111111111111;1;1438.8302777777778;fbadsN;1438.848888888889
20413107427811426;0;0;0;0.0077777777777777776;1;1438.8213888888888;Organic traffic;1438.8319444444444
2680194590;0;0;0;0.035;1;1438.7758333333334;fbads;1438.8155555555556
2345672826;0;0;0;1.59;1;1437.1130555555555;fbads;1438.6986111111112
20410764832594686;0;0;0;0.0008333333333333334;1;1438.6372222222221;fbadsN;1438.6322222222223
1559030844195030;0;0;0;0.011944444444444445;1;1438.5991666666666;fbads1;1438.5994444444445
1556854317829508;0;0;0;0.011666666666666667;1;1438.5875;fbadsN;1438.598888888889
20407067537385976;0;0;0;0.02638888888888889;1;1438.5319444444444;fbadsN;1438.5491666666667
200006388215352;0;0;0;0.006944444444444444;1;1438.5341666666666;fbads;1438.5322222222221
20306236669348900;0;0;0;0.01861111111111111;1;1438.4819444444445;Organic traffic;1438.4983333333332
20304790149619970;0;0;0;0.008055555555555555;1;1438.4758333333334;fbadsN;1438.4816666666666
1349310882;0;0;0;0.008333333333333333;2;1413.5622222222223;fbads;1438.4658333333334
20407197830168836;0;0;0;0.024722222222222222;1;1438.4030555555555;fbads1;1438.4155555555556
2090707684295624;0;0;0;0.0125;1;1438.3908333333334;fbads1;1438.3991666666666
2812445512709504;0;0;0;0.051666666666666666;1;1438.3522222222223;Organic traffic;1438.3991666666666
200000724862238;0;0;0;0.049166666666666664;1;1438.3433333333332;fbads;1438.3825
2848740189043894;0;0;0;0.05;1;1438.3141666666668;fbadsN;1438.348611111111
2816338565627608;0;0;0;0.03361111111111111;2;1419.5058333333334;Organic traffic;1438.298888888889
1611744792305708;0;0;0;0.03388888888888889;1;1438.2602777777777;Organic traffic;1438.2816666666668
706983763011770;0;0;0;0.005277777777777778;1;1438.2297222222223;fbads1;1438.2322222222222
1371880069592998;0;0;0;0.0016666666666666668;1;1438.225;Organic traffic;1438.216111111111
1792039214170728;0;0;0;0.0005555555555555556;1;1438.1941666666667;fbads1;1438.1827777777778
1663313587096006;0;0;0;0.0075;1;1438.1661111111111;fbadsN;1438.1655555555556
2042895422;0;0;0;0.001388888888888889;2;1438.1547222222223;fbads;1438.1652777777779
1588812121226522;0;0;0;0.05722222222222222;1;1438.0755555555556;fbadsN;1438.1322222222223
2121480101220248;0;0;0;0.04555555555555556;3;1395.7422222222222;fbads1;1438.1161111111112
1066254306993654;0;0;0;0.026111111111111113;1;1438.0133333333333;fbadsN;1438.0322222222221
1572430342944810;0;0;0;0.019166666666666665;1;1438.0016666666668;fbadsN;1438.016111111111
20410122793294732;0;0;0;0.06638888888888889;1;1437.9408333333333;fbadsN;1437.9991666666667
